NAME,GEO_ID,S0101_C01_001E,S1810_C01_001E,S1810_C02_001E,S1810_C03_001E,state,county,tract
"Census Tract 901.01, Accomack County, Virginia",51001090101,1897,1855,182,9.8,51,1,90101
"Census Tract 901.02, Accomack County, Virginia",51001090102,1388,1310,167,12.7,51,1,90102
"Census Tract 902.01, Accomack County, Virginia",51001090201,3000,2954,558,18.9,51,1,90201
"Census Tract 902.02, Accomack County, Virginia",51001090202,2984,2926,407,13.9,51,1,90202
"Census Tract 903, Accomack County, Virginia",51001090300,2113,2113,333,15.8,51,1,90300
"Census Tract 904.01, Accomack County, Virginia",51001090401,3426,3426,270,7.9,51,1,90401
"Census Tract 904.02, Accomack County, Virginia",51001090402,4132,3943,543,13.8,51,1,90402
"Census Tract 905, Accomack County, Virginia",51001090500,2341,2335,416,17.8,51,1,90500
"Census Tract 906, Accomack County, Virginia",51001090600,3551,3520,598,17.0,51,1,90600
"Census Tract 907, Accomack County, Virginia",51001090700,5074,5074,948,18.7,51,1,90700
"Census Tract 908, Accomack County, Virginia",51001090800,3458,3457,506,14.6,51,1,90800
"Census Tract 9801, Accomack County, Virginia",51001980100,24,24,0,0.0,51,1,980100
"Census Tract 9802, Accomack County, Virginia",51001980200,0,0,0,-666666666.0,51,1,980200
"Census Tract 9901, Accomack County, Virginia",51001990100,0,0,0,-666666666.0,51,1,990100
"Census Tract 9902, Accomack County, Virginia",51001990200,0,0,0,-666666666.0,51,1,990200
"Census Tract 101, Albemarle County, Virginia",51003010100,4749,4685,714,15.2,51,3,10100
"Census Tract 102.01, Albemarle County, Virginia",51003010201,5711,5688,206,3.6,51,3,10201
"Census Tract 102.02, Albemarle County, Virginia",51003010202,3067,3067,250,8.2,51,3,10202
"Census Tract 103.01, Albemarle County, Virginia",51003010301,2217,2205,260,11.8,51,3,10301
"Census Tract 103.02, Albemarle County, Virginia",51003010302,1329,1318,190,14.4,51,3,10302
"Census Tract 103.03, Albemarle County, Virginia",51003010303,5478,5457,525,9.6,51,3,10303
"Census Tract 104.01, Albemarle County, Virginia",51003010401,4250,4175,501,12.0,51,3,10401
"Census Tract 104.02, Albemarle County, Virginia",51003010402,3329,3316,241,7.3,51,3,10402
"Census Tract 105.01, Albemarle County, Virginia",51003010501,2913,2913,183,6.3,51,3,10501
"Census Tract 105.02, Albemarle County, Virginia",51003010502,2928,2904,447,15.4,51,3,10502
"Census Tract 106.02, Albemarle County, Virginia",51003010602,4651,4617,457,9.9,51,3,10602
"Census Tract 106.03, Albemarle County, Virginia",51003010603,2507,2316,675,29.1,51,3,10603
"Census Tract 106.04, Albemarle County, Virginia",51003010604,4335,4335,414,9.6,51,3,10604
"Census Tract 107.01, Albemarle County, Virginia",51003010701,2722,2564,121,4.7,51,3,10701
"Census Tract 107.02, Albemarle County, Virginia",51003010702,3070,2991,306,10.2,51,3,10702
"Census Tract 108.01, Albemarle County, Virginia",51003010801,3404,3373,483,14.3,51,3,10801
"Census Tract 108.02, Albemarle County, Virginia",51003010802,2582,2582,328,12.7,51,3,10802
"Census Tract 109.01, Albemarle County, Virginia",51003010901,1706,1703,151,8.9,51,3,10901
"Census Tract 109.04, Albemarle County, Virginia",51003010904,7678,7678,470,6.1,51,3,10904
"Census Tract 110, Albemarle County, Virginia",51003011000,6826,6826,362,5.3,51,3,11000
"Census Tract 111.01, Albemarle County, Virginia",51003011101,1881,1881,44,2.3,51,3,11101
"Census Tract 111.02, Albemarle County, Virginia",51003011102,2892,2892,79,2.7,51,3,11102
"Census Tract 111.03, Albemarle County, Virginia",51003011103,3773,3773,374,9.9,51,3,11103
"Census Tract 112.01, Albemarle County, Virginia",51003011201,4138,4138,239,5.8,51,3,11201
"Census Tract 112.02, Albemarle County, Virginia",51003011202,3688,3646,300,8.2,51,3,11202
"Census Tract 113.01, Albemarle County, Virginia",51003011301,5323,5323,542,10.2,51,3,11301
"Census Tract 113.02, Albemarle County, Virginia",51003011302,4696,4696,284,6.0,51,3,11302
"Census Tract 113.03, Albemarle County, Virginia",51003011303,4164,3698,372,10.1,51,3,11303
"Census Tract 114, Albemarle County, Virginia",51003011400,5431,5420,714,13.2,51,3,11400
"Census Tract 701, Alleghany County, Virginia",51005070100,3688,3550,923,26.0,51,5,70100
"Census Tract 801, Alleghany County, Virginia",51005080100,3550,3471,599,17.3,51,5,80100
"Census Tract 802.01, Alleghany County, Virginia",51005080201,2763,2763,420,15.2,51,5,80201
"Census Tract 802.02, Alleghany County, Virginia",51005080202,2221,2221,308,13.9,51,5,80202
"Census Tract 803.01, Alleghany County, Virginia",51005080301,1669,1645,274,16.7,51,5,80301
"Census Tract 803.02, Alleghany County, Virginia",51005080302,1375,1375,189,13.7,51,5,80302
"Census Tract 9301.01, Amelia County, Virginia",51007930101,2204,2204,658,29.9,51,7,930101
"Census Tract 9301.02, Amelia County, Virginia",51007930102,4812,4812,605,12.6,51,7,930102
"Census Tract 9302, Amelia County, Virginia",51007930200,6204,6127,964,15.7,51,7,930200
"Census Tract 101, Amherst County, Virginia",51009010100,4842,4842,435,9.0,51,9,10100
"Census Tract 102.01, Amherst County, Virginia",51009010201,4844,4675,737,15.8,51,9,10201
"Census Tract 102.02, Amherst County, Virginia",51009010202,2584,2584,257,9.9,51,9,10202
"Census Tract 103, Amherst County, Virginia",51009010300,3125,3125,419,13.4,51,9,10300
"Census Tract 104.01, Amherst County, Virginia",51009010401,3739,3739,499,13.3,51,9,10401
"Census Tract 104.02, Amherst County, Virginia",51009010402,2837,2837,487,17.2,51,9,10402
"Census Tract 105.04, Amherst County, Virginia",51009010504,4018,4018,755,18.8,51,9,10504
"Census Tract 105.05, Amherst County, Virginia",51009010505,1038,1026,177,17.3,51,9,10505
"Census Tract 105.06, Amherst County, Virginia",51009010506,1767,1767,392,22.2,51,9,10506
"Census Tract 106, Amherst County, Virginia",51009010600,2587,2586,576,22.3,51,9,10600
"Census Tract 401.01, Appomattox County, Virginia",51011040101,3816,3816,492,12.9,51,11,40101
"Census Tract 401.02, Appomattox County, Virginia",51011040102,3699,3651,519,14.2,51,11,40102
"Census Tract 402, Appomattox County, Virginia",51011040200,4494,4494,664,14.8,51,11,40200
"Census Tract 403, Appomattox County, Virginia",51011040300,4030,4020,603,15.0,51,11,40300
"Census Tract 1001, Arlington County, Virginia",51013100100,5507,5466,280,5.1,51,13,100100
"Census Tract 1002, Arlington County, Virginia",51013100200,6694,6663,398,6.0,51,13,100200
"Census Tract 1003, Arlington County, Virginia",51013100300,6798,6770,430,6.4,51,13,100300
"Census Tract 1004, Arlington County, Virginia",51013100400,3863,3863,270,7.0,51,13,100400
"Census Tract 1005, Arlington County, Virginia",51013100500,4482,4448,107,2.4,51,13,100500
"Census Tract 1006, Arlington County, Virginia",51013100600,3449,3300,372,11.3,51,13,100600
"Census Tract 1007, Arlington County, Virginia",51013100700,5533,5465,443,8.1,51,13,100700
"Census Tract 1008, Arlington County, Virginia",51013100800,1525,1521,162,10.7,51,13,100800
"Census Tract 1009, Arlington County, Virginia",51013100900,4346,4339,373,8.6,51,13,100900
"Census Tract 1010, Arlington County, Virginia",51013101000,3432,3416,324,9.5,51,13,101000
"Census Tract 1011, Arlington County, Virginia",51013101100,6196,6125,370,6.0,51,13,101100
"Census Tract 1012, Arlington County, Virginia",51013101200,4073,3903,321,8.2,51,13,101200
"Census Tract 1013, Arlington County, Virginia",51013101300,7036,7008,397,5.7,51,13,101300
"Census Tract 1014.01, Arlington County, Virginia",51013101401,1571,1558,45,2.9,51,13,101401
"Census Tract 1014.02, Arlington County, Virginia",51013101402,2411,2411,181,7.5,51,13,101402
"Census Tract 1014.05, Arlington County, Virginia",51013101405,1827,1790,191,10.7,51,13,101405
"Census Tract 1014.06, Arlington County, Virginia",51013101406,3064,3049,209,6.9,51,13,101406
"Census Tract 1014.07, Arlington County, Virginia",51013101407,3580,3566,164,4.6,51,13,101407
"Census Tract 1014.08, Arlington County, Virginia",51013101408,479,479,15,3.1,51,13,101408
"Census Tract 1014.09, Arlington County, Virginia",51013101409,1999,1977,283,14.3,51,13,101409
"Census Tract 1015.01, Arlington County, Virginia",51013101501,3056,3032,121,4.0,51,13,101501
"Census Tract 1015.02, Arlington County, Virginia",51013101502,3164,3134,132,4.2,51,13,101502
"Census Tract 1015.03, Arlington County, Virginia",51013101503,1814,1814,95,5.2,51,13,101503
"Census Tract 1016.01, Arlington County, Virginia",51013101601,1520,1519,36,2.4,51,13,101601
"Census Tract 1016.02, Arlington County, Virginia",51013101602,1722,1699,79,4.6,51,13,101602
"Census Tract 1016.03, Arlington County, Virginia",51013101603,4008,4008,50,1.2,51,13,101603
"Census Tract 1017.01, Arlington County, Virginia",51013101701,4810,4397,213,4.8,51,13,101701
"Census Tract 1017.03, Arlington County, Virginia",51013101703,2195,2184,130,6.0,51,13,101703
"Census Tract 1017.04, Arlington County, Virginia",51013101704,1893,1873,43,2.3,51,13,101704
"Census Tract 1017.05, Arlington County, Virginia",51013101705,3337,3327,170,5.1,51,13,101705
"Census Tract 1018.01, Arlington County, Virginia",51013101801,3121,3078,69,2.2,51,13,101801
"Census Tract 1018.03, Arlington County, Virginia",51013101803,4968,4968,224,4.5,51,13,101803
"Census Tract 1018.04, Arlington County, Virginia",51013101804,2854,2828,208,7.4,51,13,101804
"Census Tract 1018.05, Arlington County, Virginia",51013101805,4312,4260,234,5.5,51,13,101805
"Census Tract 1019, Arlington County, Virginia",51013101900,3131,3131,146,4.7,51,13,101900
"Census Tract 1020.01, Arlington County, Virginia",51013102001,3669,3669,239,6.5,51,13,102001
"Census Tract 1020.02, Arlington County, Virginia",51013102002,1386,1386,21,1.5,51,13,102002
"Census Tract 1020.03, Arlington County, Virginia",51013102003,4410,4376,488,11.2,51,13,102003
"Census Tract 1021, Arlington County, Virginia",51013102100,2521,2391,264,11.0,51,13,102100
"Census Tract 1022, Arlington County, Virginia",51013102200,8177,8137,919,11.3,51,13,102200
"Census Tract 1023.01, Arlington County, Virginia",51013102301,1418,1410,203,14.4,51,13,102301
"Census Tract 1023.02, Arlington County, Virginia",51013102302,4813,4762,186,3.9,51,13,102302
"Census Tract 1024, Arlington County, Virginia",51013102400,3732,3694,211,5.7,51,13,102400
"Census Tract 1025, Arlington County, Virginia",51013102500,5395,5363,160,3.0,51,13,102500
"Census Tract 1026, Arlington County, Virginia",51013102600,3655,3626,164,4.5,51,13,102600
"Census Tract 1027.01, Arlington County, Virginia",51013102701,3815,3793,154,4.1,51,13,102701
"Census Tract 1027.02, Arlington County, Virginia",51013102702,1970,1940,108,5.6,51,13,102702
"Census Tract 1028.02, Arlington County, Virginia",51013102802,1304,1304,111,8.5,51,13,102802
"Census Tract 1028.03, Arlington County, Virginia",51013102803,2981,2981,449,15.1,51,13,102803
"Census Tract 1028.04, Arlington County, Virginia",51013102804,4425,4315,151,3.5,51,13,102804
"Census Tract 1029.01, Arlington County, Virginia",51013102901,2990,2881,98,3.4,51,13,102901
"Census Tract 1029.03, Arlington County, Virginia",51013102903,1511,1490,127,8.5,51,13,102903
"Census Tract 1029.04, Arlington County, Virginia",51013102904,2805,2691,238,8.8,51,13,102904
"Census Tract 1030, Arlington County, Virginia",51013103000,3514,3435,119,3.5,51,13,103000
"Census Tract 1031, Arlington County, Virginia",51013103100,5810,5732,308,5.4,51,13,103100
"Census Tract 1032, Arlington County, Virginia",51013103200,5869,5691,187,3.3,51,13,103200
"Census Tract 1033, Arlington County, Virginia",51013103300,2835,2770,114,4.1,51,13,103300
"Census Tract 1034.01, Arlington County, Virginia",51013103401,1606,100,6,6.0,51,13,103401
"Census Tract 1034.03, Arlington County, Virginia",51013103403,1212,1195,50,4.2,51,13,103403
"Census Tract 1034.04, Arlington County, Virginia",51013103404,1294,1294,67,5.2,51,13,103404
"Census Tract 1034.05, Arlington County, Virginia",51013103405,3326,3186,300,9.4,51,13,103405
"Census Tract 1035.01, Arlington County, Virginia",51013103501,3493,3447,233,6.8,51,13,103501
"Census Tract 1035.03, Arlington County, Virginia",51013103503,4751,4594,274,6.0,51,13,103503
"Census Tract 1035.04, Arlington County, Virginia",51013103504,2959,2846,73,2.6,51,13,103504
"Census Tract 1035.05, Arlington County, Virginia",51013103505,2854,2675,322,12.0,51,13,103505
"Census Tract 1036.01, Arlington County, Virginia",51013103601,2641,2573,127,4.9,51,13,103601
"Census Tract 1036.02, Arlington County, Virginia",51013103602,1391,1364,83,6.1,51,13,103602
"Census Tract 1037, Arlington County, Virginia",51013103700,2575,2518,181,7.2,51,13,103700
"Census Tract 1038, Arlington County, Virginia",51013103800,4887,4767,138,2.9,51,13,103800
"Census Tract 9801, Arlington County, Virginia",51013980100,0,0,0,-666666666.0,51,13,980100
"Census Tract 9802, Arlington County, Virginia",51013980200,0,0,0,-666666666.0,51,13,980200
"Census Tract 701, Augusta County, Virginia",51015070100,4931,2645,470,17.8,51,15,70100
"Census Tract 702, Augusta County, Virginia",51015070200,3731,3717,481,12.9,51,15,70200
"Census Tract 703, Augusta County, Virginia",51015070300,6652,6636,543,8.2,51,15,70300
"Census Tract 704, Augusta County, Virginia",51015070400,5525,5525,841,15.2,51,15,70400
"Census Tract 705, Augusta County, Virginia",51015070500,5274,5274,436,8.3,51,15,70500
"Census Tract 706.01, Augusta County, Virginia",51015070601,2814,2814,255,9.1,51,15,70601
"Census Tract 706.02, Augusta County, Virginia",51015070602,3076,2686,416,15.5,51,15,70602
"Census Tract 706.03, Augusta County, Virginia",51015070603,4137,4075,448,11.0,51,15,70603
"Census Tract 707.01, Augusta County, Virginia",51015070701,4922,4068,596,14.7,51,15,70701
"Census Tract 707.02, Augusta County, Virginia",51015070702,2581,2576,270,10.5,51,15,70702
"Census Tract 708.01, Augusta County, Virginia",51015070801,2404,2404,342,14.2,51,15,70801
"Census Tract 708.02, Augusta County, Virginia",51015070802,4049,4049,474,11.7,51,15,70802
"Census Tract 709, Augusta County, Virginia",51015070900,4726,4704,804,17.1,51,15,70900
"Census Tract 710, Augusta County, Virginia",51015071000,5221,4988,736,14.8,51,15,71000
"Census Tract 711.01, Augusta County, Virginia",51015071101,4353,4327,794,18.3,51,15,71101
"Census Tract 711.02, Augusta County, Virginia",51015071102,6550,6539,867,13.3,51,15,71102
"Census Tract 712.01, Augusta County, Virginia",51015071201,2229,2229,312,14.0,51,15,71201
"Census Tract 712.02, Augusta County, Virginia",51015071202,3773,3773,689,18.3,51,15,71202
"Census Tract 9201.01, Bath County, Virginia",51017920101,1907,1907,339,17.8,51,17,920101
"Census Tract 9201.02, Bath County, Virginia",51017920102,2336,2256,238,10.5,51,17,920102
"Census Tract 301.01, Bedford County, Virginia",51019030101,7755,7755,675,8.7,51,19,30101
"Census Tract 301.03, Bedford County, Virginia",51019030103,7676,7655,727,9.5,51,19,30103
"Census Tract 301.04, Bedford County, Virginia",51019030104,4366,4326,449,10.4,51,19,30104
"Census Tract 302.02, Bedford County, Virginia",51019030202,5096,5096,612,12.0,51,19,30202
"Census Tract 302.03, Bedford County, Virginia",51019030203,4845,4845,348,7.2,51,19,30203
"Census Tract 302.04, Bedford County, Virginia",51019030204,3813,3813,452,11.9,51,19,30204
"Census Tract 303, Bedford County, Virginia",51019030300,3788,3788,482,12.7,51,19,30300
"Census Tract 304.01, Bedford County, Virginia",51019030401,3326,3326,549,16.5,51,19,30401
"Census Tract 304.03, Bedford County, Virginia",51019030403,3286,3283,314,9.6,51,19,30403
"Census Tract 304.04, Bedford County, Virginia",51019030404,4464,4421,451,10.2,51,19,30404
"Census Tract 305.01, Bedford County, Virginia",51019030501,4280,4280,720,16.8,51,19,30501
"Census Tract 305.03, Bedford County, Virginia",51019030503,2699,2699,576,21.3,51,19,30503
"Census Tract 305.04, Bedford County, Virginia",51019030504,2681,2678,439,16.4,51,19,30504
"Census Tract 306.01, Bedford County, Virginia",51019030601,2987,2987,437,14.6,51,19,30601
"Census Tract 306.02, Bedford County, Virginia",51019030602,3239,3239,580,17.9,51,19,30602
"Census Tract 306.03, Bedford County, Virginia",51019030603,2491,2491,494,19.8,51,19,30603
"Census Tract 306.04, Bedford County, Virginia",51019030604,2500,2500,450,18.0,51,19,30604
"Census Tract 306.05, Bedford County, Virginia",51019030605,3617,3585,812,22.6,51,19,30605
"Census Tract 501.01, Bedford County, Virginia",51019050101,3310,3262,362,11.1,51,19,50101
"Census Tract 501.02, Bedford County, Virginia",51019050102,2964,2778,298,10.7,51,19,50102
"Census Tract 401, Bland County, Virginia",51021040100,4021,3103,482,15.5,51,21,40100
"Census Tract 402, Bland County, Virginia",51021040200,2257,2214,505,22.8,51,21,40200
"Census Tract 401, Botetourt County, Virginia",51023040100,3153,3145,572,18.2,51,23,40100
"Census Tract 402, Botetourt County, Virginia",51023040200,3985,3985,696,17.5,51,23,40200
"Census Tract 403.01, Botetourt County, Virginia",51023040301,3054,2883,309,10.7,51,23,40301
"Census Tract 403.03, Botetourt County, Virginia",51023040303,4222,4098,534,13.0,51,23,40303
"Census Tract 403.04, Botetourt County, Virginia",51023040304,4108,4108,194,4.7,51,23,40304
"Census Tract 404.01, Botetourt County, Virginia",51023040401,2261,2246,229,10.2,51,23,40401
"Census Tract 404.02, Botetourt County, Virginia",51023040402,4919,4919,542,11.0,51,23,40402
"Census Tract 405.01, Botetourt County, Virginia",51023040501,6249,6214,658,10.6,51,23,40501
"Census Tract 405.02, Botetourt County, Virginia",51023040502,1591,1591,203,12.8,51,23,40502
"Census Tract 9301, Brunswick County, Virginia",51025930100,2927,2927,515,17.6,51,25,930100
"Census Tract 9302.01, Brunswick County, Virginia",51025930201,2240,1850,370,20.0,51,25,930201
"Census Tract 9302.02, Brunswick County, Virginia",51025930202,1805,0,0,-666666666.0,51,25,930202
"Census Tract 9302.03, Brunswick County, Virginia",51025930203,4518,4456,659,14.8,51,25,930203
"Census Tract 9303.01, Brunswick County, Virginia",51025930301,1678,1678,336,20.0,51,25,930301
"Census Tract 9303.02, Brunswick County, Virginia",51025930302,2876,2876,620,21.6,51,25,930302
"Census Tract 101, Buchanan County, Virginia",51027010100,4662,4292,1431,33.3,51,27,10100
"Census Tract 102, Buchanan County, Virginia",51027010200,2542,2542,1174,46.2,51,27,10200
"Census Tract 103, Buchanan County, Virginia",51027010300,2982,2982,852,28.6,51,27,10300
"Census Tract 104, Buchanan County, Virginia",51027010400,1920,1920,493,25.7,51,27,10400
"Census Tract 105, Buchanan County, Virginia",51027010500,1157,1157,316,27.3,51,27,10500
"Census Tract 106, Buchanan County, Virginia",51027010600,3754,3299,1023,31.0,51,27,10600
"Census Tract 107, Buchanan County, Virginia",51027010700,3598,3598,1029,28.6,51,27,10700
"Census Tract 9301.01, Buckingham County, Virginia",51029930101,3693,3693,785,21.3,51,29,930101
"Census Tract 9301.02, Buckingham County, Virginia",51029930102,3229,3209,595,18.5,51,29,930102
"Census Tract 9302.01, Buckingham County, Virginia",51029930201,5329,3401,491,14.4,51,29,930201
"Census Tract 9302.02, Buckingham County, Virginia",51029930202,4581,4581,744,16.2,51,29,930202
"Census Tract 201.01, Campbell County, Virginia",51031020101,5628,5494,968,17.6,51,31,20101
"Census Tract 201.02, Campbell County, Virginia",51031020102,4795,4647,701,15.1,51,31,20102
"Census Tract 202, Campbell County, Virginia",51031020200,5541,5492,544,9.9,51,31,20200
"Census Tract 203, Campbell County, Virginia",51031020300,3930,3930,530,13.5,51,31,20300
"Census Tract 204.01, Campbell County, Virginia",51031020401,4483,4420,722,16.3,51,31,20401
"Census Tract 204.02, Campbell County, Virginia",51031020402,3427,3427,298,8.7,51,31,20402
"Census Tract 204.03, Campbell County, Virginia",51031020403,5806,5806,765,13.2,51,31,20403
"Census Tract 205, Campbell County, Virginia",51031020500,7835,7827,1025,13.1,51,31,20500
"Census Tract 206, Campbell County, Virginia",51031020600,3922,3922,735,18.7,51,31,20600
"Census Tract 207, Campbell County, Virginia",51031020700,3396,3313,543,16.4,51,31,20700
"Census Tract 208, Campbell County, Virginia",51031020800,2727,2727,480,17.6,51,31,20800
"Census Tract 209, Campbell County, Virginia",51031020900,4166,4114,721,17.5,51,31,20900
"Census Tract 301, Caroline County, Virginia",51033030100,5890,4122,648,15.7,51,33,30100
"Census Tract 302.01, Caroline County, Virginia",51033030201,3192,3192,249,7.8,51,33,30201
"Census Tract 302.02, Caroline County, Virginia",51033030202,1583,1583,336,21.2,51,33,30202
"Census Tract 303, Caroline County, Virginia",51033030300,3512,3412,432,12.7,51,33,30300
"Census Tract 304, Caroline County, Virginia",51033030400,2173,2173,299,13.8,51,33,30400
"Census Tract 305.01, Caroline County, Virginia",51033030501,4260,4260,644,15.1,51,33,30501
"Census Tract 305.02, Caroline County, Virginia",51033030502,4751,4751,384,8.1,51,33,30502
"Census Tract 305.03, Caroline County, Virginia",51033030503,2331,2331,278,11.9,51,33,30503
"Census Tract 306, Caroline County, Virginia",51033030600,3169,3042,403,13.2,51,33,30600
"Census Tract 801, Carroll County, Virginia",51035080100,3713,3713,635,17.1,51,35,80100
"Census Tract 802, Carroll County, Virginia",51035080200,4505,4479,900,20.1,51,35,80200
"Census Tract 803, Carroll County, Virginia",51035080300,4423,4423,931,21.0,51,35,80300
"Census Tract 804.01, Carroll County, Virginia",51035080401,2794,2794,415,14.9,51,35,80401
"Census Tract 804.02, Carroll County, Virginia",51035080402,2307,2307,453,19.6,51,35,80402
"Census Tract 805.01, Carroll County, Virginia",51035080501,2837,2786,317,11.4,51,35,80501
"Census Tract 805.02, Carroll County, Virginia",51035080502,2337,2290,255,11.1,51,35,80502
"Census Tract 806.01, Carroll County, Virginia",51035080601,1771,1757,357,20.3,51,35,80601
"Census Tract 806.03, Carroll County, Virginia",51035080603,2737,2728,364,13.3,51,35,80603
"Census Tract 806.04, Carroll County, Virginia",51035080604,1699,1699,211,12.4,51,35,80604
"Census Tract 6001, Charles City County, Virginia",51036600100,2698,2698,488,18.1,51,36,600100
"Census Tract 6002, Charles City County, Virginia",51036600200,2426,2424,434,17.9,51,36,600200
"Census Tract 6003, Charles City County, Virginia",51036600300,1693,1687,454,26.9,51,36,600300
"Census Tract 9301.01, Charlotte County, Virginia",51037930101,2904,2853,688,24.1,51,37,930101
"Census Tract 9301.02, Charlotte County, Virginia",51037930102,2263,2263,580,25.6,51,37,930102
"Census Tract 9302, Charlotte County, Virginia",51037930200,2814,2737,564,20.6,51,37,930200
"Census Tract 9303, Charlotte County, Virginia",51037930300,3624,3619,690,19.1,51,37,930300
"Census Tract 1001.06, Chesterfield County, Virginia",51041100106,4044,3852,285,7.4,51,41,100106
"Census Tract 1001.07, Chesterfield County, Virginia",51041100107,2396,2387,412,17.3,51,41,100107
"Census Tract 1002.06, Chesterfield County, Virginia",51041100206,6544,6516,906,13.9,51,41,100206
"Census Tract 1002.08, Chesterfield County, Virginia",51041100208,2386,2370,304,12.8,51,41,100208
"Census Tract 1002.09, Chesterfield County, Virginia",51041100209,6688,6629,954,14.4,51,41,100209
"Census Tract 1002.10, Chesterfield County, Virginia",51041100210,2008,1975,188,9.5,51,41,100210
"Census Tract 1002.11, Chesterfield County, Virginia",51041100211,3211,3211,552,17.2,51,41,100211
"Census Tract 1002.12, Chesterfield County, Virginia",51041100212,5063,5058,731,14.5,51,41,100212
"Census Tract 1003, Chesterfield County, Virginia",51041100300,2914,2914,518,17.8,51,41,100300
"Census Tract 1004.03, Chesterfield County, Virginia",51041100403,6254,6139,877,14.3,51,41,100403
"Census Tract 1004.04, Chesterfield County, Virginia",51041100404,2592,2592,680,26.2,51,41,100404
"Census Tract 1004.05, Chesterfield County, Virginia",51041100405,2157,2157,381,17.7,51,41,100405
"Census Tract 1004.06, Chesterfield County, Virginia",51041100406,1761,1761,370,21.0,51,41,100406
"Census Tract 1004.07, Chesterfield County, Virginia",51041100407,4496,4449,609,13.7,51,41,100407
"Census Tract 1004.09, Chesterfield County, Virginia",51041100409,7068,7006,828,11.8,51,41,100409
"Census Tract 1004.10, Chesterfield County, Virginia",51041100410,2399,2392,503,21.0,51,41,100410
"Census Tract 1005.05, Chesterfield County, Virginia",51041100505,5693,5644,593,10.5,51,41,100505
"Census Tract 1005.06, Chesterfield County, Virginia",51041100506,6489,6454,523,8.1,51,41,100506
"Census Tract 1005.07, Chesterfield County, Virginia",51041100507,7034,6990,942,13.5,51,41,100507
"Census Tract 1005.08, Chesterfield County, Virginia",51041100508,5441,5413,580,10.7,51,41,100508
"Census Tract 1005.09, Chesterfield County, Virginia",51041100509,6801,6692,992,14.8,51,41,100509
"Census Tract 1005.10, Chesterfield County, Virginia",51041100510,4166,3977,374,9.4,51,41,100510
"Census Tract 1006, Chesterfield County, Virginia",51041100600,2954,2949,456,15.5,51,41,100600
"Census Tract 1007.01, Chesterfield County, Virginia",51041100701,5262,5218,684,13.1,51,41,100701
"Census Tract 1007.02, Chesterfield County, Virginia",51041100702,1907,1907,333,17.5,51,41,100702
"Census Tract 1007.04, Chesterfield County, Virginia",51041100704,5366,5357,886,16.5,51,41,100704
"Census Tract 1007.05, Chesterfield County, Virginia",51041100705,2618,2618,270,10.3,51,41,100705
"Census Tract 1008.04, Chesterfield County, Virginia",51041100804,4594,4588,644,14.0,51,41,100804
"Census Tract 1008.05, Chesterfield County, Virginia",51041100805,5010,5003,1313,26.2,51,41,100805
"Census Tract 1008.06, Chesterfield County, Virginia",51041100806,3346,3339,331,9.9,51,41,100806
"Census Tract 1008.07, Chesterfield County, Virginia",51041100807,2457,2449,388,15.8,51,41,100807
"Census Tract 1008.12, Chesterfield County, Virginia",51041100812,5624,5610,787,14.0,51,41,100812
"Census Tract 1008.14, Chesterfield County, Virginia",51041100814,3829,3829,453,11.8,51,41,100814
"Census Tract 1008.15, Chesterfield County, Virginia",51041100815,6916,6864,951,13.9,51,41,100815
"Census Tract 1008.16, Chesterfield County, Virginia",51041100816,4699,4699,501,10.7,51,41,100816
"Census Tract 1008.17, Chesterfield County, Virginia",51041100817,3279,2727,434,15.9,51,41,100817
"Census Tract 1008.18, Chesterfield County, Virginia",51041100818,4711,4702,470,10.0,51,41,100818
"Census Tract 1008.19, Chesterfield County, Virginia",51041100819,6418,6318,635,10.1,51,41,100819
"Census Tract 1008.20, Chesterfield County, Virginia",51041100820,4485,4481,669,14.9,51,41,100820
"Census Tract 1008.21, Chesterfield County, Virginia",51041100821,4886,4569,532,11.6,51,41,100821
"Census Tract 1008.22, Chesterfield County, Virginia",51041100822,6090,6043,364,6.0,51,41,100822
"Census Tract 1008.23, Chesterfield County, Virginia",51041100823,5802,5754,801,13.9,51,41,100823
"Census Tract 1009.02, Chesterfield County, Virginia",51041100902,4077,4058,353,8.7,51,41,100902
"Census Tract 1009.07, Chesterfield County, Virginia",51041100907,2546,2419,585,24.2,51,41,100907
"Census Tract 1009.10, Chesterfield County, Virginia",51041100910,5602,5592,814,14.6,51,41,100910
"Census Tract 1009.12, Chesterfield County, Virginia",51041100912,6519,6519,677,10.4,51,41,100912
"Census Tract 1009.15, Chesterfield County, Virginia",51041100915,4005,4005,554,13.8,51,41,100915
"Census Tract 1009.19, Chesterfield County, Virginia",51041100919,6720,6720,1037,15.4,51,41,100919
"Census Tract 1009.20, Chesterfield County, Virginia",51041100920,1599,1566,134,8.6,51,41,100920
"Census Tract 1009.21, Chesterfield County, Virginia",51041100921,6136,6124,295,4.8,51,41,100921
"Census Tract 1009.22, Chesterfield County, Virginia",51041100922,5019,5012,823,16.4,51,41,100922
"Census Tract 1009.23, Chesterfield County, Virginia",51041100923,2978,2978,271,9.1,51,41,100923
"Census Tract 1009.24, Chesterfield County, Virginia",51041100924,5129,5129,474,9.2,51,41,100924
"Census Tract 1009.26, Chesterfield County, Virginia",51041100926,6517,6517,600,9.2,51,41,100926
"Census Tract 1009.28, Chesterfield County, Virginia",51041100928,8280,8196,935,11.4,51,41,100928
